code	description	price	
13301	CEPILLO ACERO 19x4 c/MANGO	$ 2.472,24	
13302	CEPILLO ACERO 19x6 s/MANGO	$ 2.966,68	
700046	"CEPILLO DE PISO plást. ""Ova"" gigante c/rosca"	$ 2.326,05	
700048	"CEPILLO LAVA COCHE ""MEGANE"" ""SINA""sint.base plást"	$ 2.247,68	
700047	"CEPILLO LAVAOMNIBUS sintét. ""FRONTIERA"" 23,50cm.c/"	$ 4.264,74	
700039	CEPILLO LAVAVAQUERO plást.base c/manija	$ 1.436,00	
13331	CEPILLO P/LAVAR BOTELLAS	$ 1.904,81	
700128	CEPILLO PARA ROPA GRANDE plástico	$ 1.436,00	
500248	"CERA LIQUIDA x 500 cc ""JARAMA"""	$ 3.947,90	
500242	"CERA POLISH x 500 ""JARAMA"""	$ 4.251,90	
1101	CERA VIRGEN PAN x 100 gr.	$ 2.393,09	
1102	CERA VIRGEN PAN x 300 gr.	$ 5.767,10	
1103	CERA VIRGEN x Kg.	$ 17.905,90	
14801	"CERRADURA ""Fabher"" especial"	$ 7.540,53	
14814	"CERRADURA ""Fabher"" simple"	$ 6.791,46	
14810	CERRADURA 101 VAN-2000 en bolsa fte chico	$ 7.531,73	
14811	CERRADURA 101 VAN-2000 en bolsa fte grande	$ 7.531,73	
14807	CERRADURA VAN-2000 (angosta) Mod. 538 caño	$ 15.634,06	
14812	CERRADURA VAN-2000 (angosta) Mod. 638 caño doble p	$ 16.204,66	
14808	CERRADURA VAN-2000 (c/chica) Mod. 402	$ 15.287,76	
14806	CERRADURA VAN-2000 (d/ perno) Mod. 618	$ 28.165,94	
14809	CERRADURA VAN-2000 (d/perno) Mod. 404	$ 16.078,95	
14804	CERRADURA VAN-2000 (f.chico) Mod. 401	$ 15.287,76	
14802	CERRADURA VAN-2000 (f.chico) Mod. 403	$ 15.549,65	
14805	CERRADURA VAN-2000 (p/ caño) Mod. 550	$ 41.236,20	
14803	CERROJO VAN-2000 Mod. 808	$ 11.732,85	
14851	CIERRAPUERTA TIPO TRIUNFO	$ 8.096,71	
8082	CINTA EMBALAJE 48 x 40mts.(M-T)	$ 1.883,61	
8085	"CINTA ENMASCARAR 12 x 50 (1/2"")"	$ 1.648,96	
8075	"CINTA ENMASCARAR 18 x 50 (3/4"") Adelbras"	$ 2.247,41	
8076	"CINTA ENMASCARAR 24 x 50 (1"") Adelbras"	$ 3.071,92	
8088	"CINTA ENMASCARAR 36 x 50 (1 1/2"")"	$ 4.552,96	
4341	CINTA ENTRET.45mm.liv. x 100 mt.	$ 15.450,71	
4052	CINTA P/PERSIANA COMUN 3 RAYAS el m	$ 752,57	
4051	CINTA P/PERSIANA REF. BLANCA el mt.	$ 752,57	
4431	CLAVIJA BRONC.Y NIQ. x 100	$ 5.007,80	
12402	CLAVO ACERO 1,6 x 18 mm. x 100 unid	$ 745,84	
12405	CLAVO ACERO 2 x 25 mm. x 100 unid	$ 1.145,47	
12406	CLAVO ACERO 2 x 30 mm. x 100 unid	$ 1.258,79	
12408	CLAVO ACERO 3 x 35 mm. x 100 unid	$ 2.570,58	
12409	CLAVO ACERO 3 x 40 mm. x 100 unid	$ 2.917,00	
12403	CLAVO ACERO 4 x 40 mm. x 100 unid	$ 4.252,40	
12404	CLAVO ACERO 4 x 50 mm. x 100 unid	$ 5.082,54	
12401	CLAVO ACERO 5 x 60 mm. x 50 unid	$ 3.598,18	
12400	CLAVO ACERO 5 x 70 mm. x 50 unid	$ 4.128,18	
9871	"CLAVO CABEZA DE PLOMO 3"" x 100"	$ 9.817,76	
9816	CLAVOS CABEZA CHATA  10x35	$ 7.762,56	
9817	CLAVOS CABEZA CHATA  11x35	$ 7.762,56	
9818	CLAVOS CABEZA CHATA  12x40	$ 7.521,27	
9819	CLAVOS CABEZA CHATA  14x50	$ 7.639,26	
9820	CLAVOS CABEZA CHATA  16x63	$ 7.552,40	
9810	CLAVOS CABEZA CHATA  7x16	$ 9.029,09	
9811	CLAVOS CABEZA CHATA  8x20	$ 8.246,95	
9812	CLAVOS CABEZA CHATA  8x25	$ 8.246,95	
9813	CLAVOS CABEZA CHATA  9x25	$ 7.828,53	
9814	CLAVOS CABEZA CHATA  9x30	$ 7.829,38	
9815	CLAVOS CABEZA CHATA 10x30	$ 7.552,76	
9826	CLAVOS CABEZA PERDIDA  10x30	$ 7.552,76	
9827	CLAVOS CABEZA PERDIDA  10x35	$ 7.762,56	
9828	CLAVOS CABEZA PERDIDA  11x35	$ 7.762,56	
9829	CLAVOS CABEZA PERDIDA  12x40	$ 7.521,27	
9830	CLAVOS CABEZA PERDIDA  14x50	$ 7.639,26	
9831	CLAVOS CABEZA PERDIDA  16x63	$ 7.552,40	
9821	CLAVOS CABEZA PERDIDA  7x16	$ 9.029,09	
9822	CLAVOS CABEZA PERDIDA  8x20	$ 8.246,95	
9823	CLAVOS CABEZA PERDIDA  8x25	$ 8.246,95	
9824	CLAVOS CABEZA PERDIDA  9x25	$ 7.829,38	
9825	CLAVOS CABEZA PERDIDA  9x30	$ 7.829,38	
12100	"CLAVOS ESPIRALADOS 1 """	$ 10.330,93	
12101	"CLAVOS ESPIRALADOS 1 1/2"""	$ 7.869,02	
12103	"CLAVOS ESPIRALADOS 2 1/2"""	$ 6.476,80	
12102	"CLAVOS ESPIRALADOS 2"""	$ 7.119,93	
12104	"CLAVOS ESPIRALADOS 3"""	$ 6.798,37	
9860	CLAVOS NEGROS 10 x  30 el Kg.	$ 6.396,42	
9861	CLAVOS NEGROS 12 x  25 el Kg.	$ 5.941,50	
9862	CLAVOS NEGROS 12 x  30 el Kg.	$ 5.941,50	
9863	CLAVOS NEGROS 12 x  32 el Kg.	$ 5.727,74	
9864	CLAVOS NEGROS 12 x  35 el Kg.	$ 5.727,74	
9865	CLAVOS NEGROS 12 x  38 el Kg.	$ 5.727,74	
9876	CLAVOS NEGROS 12 x  40 el Kg.	$ 5.727,74	
9866	CLAVOS NEGROS 12 x  45 - 13 x 45 el	$ 5.727,74	
9867	CLAVOS NEGROS 14 x  50 el Kg.	$ 6.064,66	
9868	CLAVOS NEGROS 16 x  63 el Kg.	$ 5.325,79	
9869	CLAVOS NEGROS 17 x  76 el Kg.	$ 5.325,79	
9873	CLAVOS NEGROS 17 x  88 el Kg.	$ 5.325,79	
9844	"CLAVOS PUNTA PARIS x 1 "" el Kg."	$ 5.808,12	
9845	"CLAVOS PUNTA PARIS x 1 1/2"" el Kg."	$ 5.022,50	
9846	"CLAVOS PUNTA PARIS x 2 "" el Kg."	$ 4.844,37	
9847	"CLAVOS PUNTA PARIS x 2 1/2 "" el Kg."	$ 4.657,09	
9848	"CLAVOS PUNTA PARIS x 3 "" el Kg."	$ 4.871,76	
9849	"CLAVOS PUNTA PARIS x 4 "" el kg"	$ 6.530,70	
9850	"CLAVOS PUNTA PARIS x 5 "" el Kg."	$ 7.288,67	
9851	"CLAVOS PUNTA PARIS x 6 "" el Kg."	$ 7.288,67	
9852	"CLAVOS PUNTA PARIS x 7"" el Kg."	$ 7.288,67	
9853	"CLAVOS PUNTA PARIS x 8"" el Kg."	$ 7.288,67	
700004	CLORO 80° a granel x lt.	$ 450,63	
700008	CLORO 80° env. x 1 lt.	$ 897,39	
700006	CLORO 80° env. x 4 lt.	$ 2.429,51	
700007	CLORO 80° env. x 5 lt.	$ 2.816,92	
1264	COLA SINTETICA colvinil x  125 gr.	$ 775,20	
1266	COLA SINTETICA colvinil x  500 gr.	$ 2.645,25	
1267	COLA SINTETICA colvinil x 1000 gr.	$ 4.753,72	
1263	COLA SINTETICA FORTEX A 10 x 24 Kg.	$ 166.460,80	
1261	COLA SINTETICA FORTEX x  125 gr.	$ 2.535,85	
1262	COLA SINTETICA FORTEX x  200 gr.c/	$ 3.425,68	
1256	COLA SINTETICA FORTEX x  250 gr.	$ 3.431,38	
1257	COLA SINTETICA FORTEX x  500 gr.	$ 5.881,95	
1258	COLA SINTETICA FORTEX x 1000 gr.	$ 9.449,03	
1259	COLA SINTETICA FORTEX x 6 Kg.	$ 53.769,20	
1260	COLA SINTETICA FORTEX x24 Kg. A 20	$ 207.533,06	
9920	COLLAR DE AHORQUE 2x24x 0,50 mts.	$ 2.517,51	
9923	COLLAR DE AHORQUE 3x24x 0,50 mts.	$ 2.665,60	
300455	COLORANTE P/LAC.Y BAR. algarrobo x 60 cc	$ 3.199,07	
300451	COLORANTE P/LAC.Y BAR. caoba x 60 cc	$ 3.199,07	
300450	COLORANTE P/LAC.Y BAR. cedrox 60 cc	$ 3.199,07	
300454	COLORANTE P/LAC.Y BAR. nogal x 60 cc	$ 3.199,07	
300456	COLORANTE P/LAC.Y BAR. peterebí x 60 cc	$ 3.199,07	
300453	COLORANTE P/LAC.Y BAR. roble claro x 60 cc	$ 3.199,07	
300452	COLORANTE P/LAC.Y BAR. roble oscuro x 60 cc	$ 3.199,07	
300457	COLORANTE P/LAC.Y BAR. viraró x 60 cc	$ 3.199,07	
300458	COLORANTE P/LAC.Y BAR. wengue x 60 cc	$ 3.199,07	
18012	CONECTOR REFORZADO 1/2 acople de ajuste rápido	$ 2.978,78	
18013	CONECTOR REFORZADO 3/4 acople de ajuste rápido	$ 3.316,50	
200702	Convertidor de óxido r/b/n x 1 l.	$ 17.176,82	
200701	Convertidor de óxido r/b/n x 1/2 l.	$ 10.752,26	
200700	Convertidor de óxido r/b/n x 20 l.	$ 283.439,96	
200703	Convertidor de óxido r/b/n x 4 l.	$ 63.160,16	
4061	CORDON TIRAJE TREN. NILON x 2,5 mm.	$ 135,66	
4062	CORDON TIRAJE TREN. NILON x 3 mm	$ 179,81	
4063	CORDON TIRAJE TREN. NILON x 4 mm.	$ 237,40	
14910	CORTA CAÑO COBRE 3 a 22 mm	$ 8.877,60	
4554	CORTAHIERRO N° 30	$ 5.300,51	
4555	CORTAHIERRO N° 35	$ 6.023,75	
14920	CORTAVIDRIO	$ 5.423,42	
4356	CORTINA MOSQ.   DE 0,80 x 2 mt.  liv.oferta	$ 1.656,36	
4349	CORTINA MOSQ.  DE 0,80 x 2 mt. S.L.	$ 2.210,39	
4350	CORTINA MOSQ.  DE 0,90 x 2 mt. S.L.	$ 2.498,97	
4351	CORTINA MOSQ.  DE 1,00 x 2 mt. S.L.	$ 2.822,15	
200237	Crema x 1 l.	$ 16.195,29	
200236	Crema x 1/2 l.	$ 9.919,43	
200235	Crema x 1/4 l.	$ 6.722,00	
200239	Crema x 20 l.	$ 259.318,03	
200238	Crema x 4 l.	$ 58.728,39	
3601	"CUCARACHICIDA GEL jeringa x 10 gr. c/u. ""GERMANI"""	$ 2.382,59	
3608	"CUCARACHICIDA GEL jeringa x 5 gr. c/u. ""GERMANI"""	$ 1.656,73	
4548	"CUCHARA ALBAÑIL 5 1/2 ""ANSA"""	$ 2.935,93	
4547	"CUCHARA ALBAÑIL 7 ""ANSA"""	$ 2.952,82	
4545	"CUCHARA ALBAÑIL 8 Y 8 ROMA ""ANSA"""	$ 3.162,59	
800629	CUCHARA ALBAÑIL PULIDA N° 7 PB	$ 10.074,75	
800630	CUCHARA ALBAÑIL PULIDA N° 7R PB	$ 10.225,10	
800632	CUCHARA ALBAÑIL PULIDA N° 8 PB	$ 10.656,07	
800631	CUCHARA ALBAÑIL PULIDA N° 8R PB	$ 11.209,38	
15002	CUCHILLA Cutter PVC punta met	$ 1.641,34	
15003	CUCHILLA Cutter PVC punta met c/freno ref.	$ 2.665,01	
2602	DESENGRASANTE CAUSTICO x 400 gr	$ 940,18	
2603	DESENGRASANTE CAUSTICO x 800 gr	$ 1.654,86	
700002	DESODORANTE P/ PISOS a granel lavanda/cherry/pino	$ 337,97	
700066	DESODORANTE P/ PISOS x 5 Lt lav/cherry/pino	$ 2.462,34	
9301	DESODORANTE P/ PISOS x 900 cc. Lavanda/Cherri	$ 581,75	
700065	DESODORANTE P/ PISOS x 900 cc. Pino	$ 581,75	
500247	"DESODORANTE PINITO x 8 gr. la unidad "" JARAMA"""	$ 974,01	
300490	DESOXIDANTE-FOSFATIZANTE x 1 l. ( cartucho plástic	$ 7.727,45	
9304	DETERGENTE ULTRA a granel el lt. Di	$ 1.532,13	
9306	DETERGENTE x 1 lt. Ultra dil. 15%	$ 2.175,62	
9307	DETERGENTE x 5 lt. Ultra dil. 15%	$ 8.733,11	
9305	DETERGENTE x 500 cc. Ultra dil. 15%	$ 1.111,89	
200953	DILUYENTE P/LACA x 1 l. Poliuretanico	$ 17.533,91	
200952	DILUYENTE P/LACA x 500 cc. Poliuretanico	$ 11.733,17	
700242	DILUYENTE PARA TERSPRAY x 1 lt.	$ 13.712,47	
120004	DISCO CENTRO DEP. C.ACERO 115 x 3,2 x 22 SECUR EXT	$ 2.317,62	
120003	DISCO CENTRO DEP. C.ACERO 115 x 3,2 x 22 XPERT TOO	$ 1.780,92	
120005	DISCO CENTRO DEP. C.ACERO 115 x 4,8 x 22 XPERT TOO	$ 2.735,41	
120006	DISCO CENTRO DEP. C.ACERO 175 x 3,2 x 22 XPERT TOO	$ 2.787,24	
120008	DISCO CENTRO DEP. C.ACERO 175 x 6,4 x 22 XPERT TOO	$ 4.731,00	
120009	DISCO CENTRO DEP. C.ACERO 228 x 3,2 x 22 XPERT TOO	$ 4.525,45	
120010	DISCO CENTRO DEP. C.ACERO 228 x 6,4 x 22 XPERT TOO	$ 6.843,09	
120051	"DISCO DIAMAN.C CONTINUO RHEIN 4,5"" Braco"	$ 6.294,17	
120052	"DISCO DIAMAN.C CONTINUO RHEIN 7"" Braco"	$ 14.578,13	
120053	"DISCO DIAMAN.C CONTINUO RHEIN 9"" Braco"	$ 27.992,43	
120055	"DISCO DIAMAN.SG SEGMENTADO  4,5"" Braco"	$ 6.808,52	
120056	"DISCO DIAMAN.SG SEGMENTADO  7"" Braco"	$ 16.729,38	
120059	"DISCO DIAMAN.TB TURBO   4,5"" Braco"	$ 7.480,55	
120060	"DISCO DIAMAN.TB TURBO   7"" Braco"	$ 18.032,15	
9264	DISCO FIBRA Nº 16 NORTON	$ 2.087,48	
120034	DISCO FLAP OXIDO ALUMINIO 115 mm GRANO 120	$ 1.023,25	
120031	DISCO FLAP OXIDO ALUMINIO 115 mm GRANO 40	$ 1.023,25	
120032	DISCO FLAP OXIDO ALUMINIO 115 mm GRANO 60	$ 1.023,25	
120033	DISCO FLAP OXIDO ALUMINIO 115 mm GRANO 80	$ 1.023,25	
120047	DISCO PLANO FINO 115 x 1,0 x 22 BASIC	$ 1.635,75	
120044	DISCO PLANO FINO 115 x 1,0 x 22 SECUR EXTRA	$ 2.840,91	
120041	DISCO PLANO FINO 115 x 1,0 x 22 XPERT TOOLS	$ 2.044,38	
120048	DISCO PLANO FINO 115 x 1,6 x 22 BASIC	$ 1.430,22	
120045	DISCO PLANO FINO 115 x 1,6 x 22 SECUR EXTRA	$ 2.483,52	
120042	DISCO PLANO FINO 115 x 1,6 x 22 XPERT TOOLS	$ 1.788,22	
120049	DISCO PLANO FINO 178 x 1,6 x 22 BASIC	$ 2.229,18	
120046	DISCO PLANO FINO 178 x 1,6 x 22 SECUR EXTRA	$ 3.869,21	
120043	DISCO PLANO FINO 178 x 1,6 x 22 XPERT TOOLS	$ 2.786,63	
120017	DISCO PLANO OXIDO AL. 304 x 3,2 x 32 de 2 mallas	$ 6.041,82	
120018	DISCO PLANO OXIDO AL. 350 x 3,2 x 32 de 2 mallas	$ 6.708,91	
120019	DISCO PLANO OXIDO AL. 406 x 4 x 32 de 2 mallas	$ 7.528,46	
120020	DISCO PLANO OXIDO AL. SR12 304 x 3,2 x 25 de 1 mal	$ 5.374,75	
120021	DISCO PLANO OXIDO AL. SR14 350 x 3,2 x 25 de 1 mal	$ 6.041,82	
120022	DISCO PLANO OXIDO AL. SR16 406 x 3,2 x 25 de 1 mal	$ 6.708,91	
300900	DOBLE ACCION x 1 lt. (blanco, bermellón, amarillo)	$ 21.236,80	
300901	DOBLE ACCION x 1 lt. (gris, negro, verde, marrón,	$ 17.266,06	
300903	DOBLE ACCION x 4 l. ( azul, negro, verde, marrón,	$ 61.568,88	
300902	DOBLE ACCION x 4 l. ( blanco, bermellón, amarillo)	$ 79.132,37	
300355	ENDUIDO DECOLATEX x 20 l. int.	$ 61.666,76	
300354	ENDUIDO DECOLATEX x 4 l. int.	$ 15.969,54	
1301	ENDUIDO PLAST. POTE x  250 gr.	$ 2.053,18	
1302	ENDUIDO PLAST. POTE x  500 gr.	$ 3.001,16	
1303	ENDUIDO PLAST. POTE x 1000 gr. GP	$ 4.995,50	
300357	Enduido plást.ext. al agua x  1 l.	$ 6.984,06	
300358	Enduido plást.ext. al agua x  4 l.	$ 20.840,16	
300356	Enduido plást.int. al agua x  1 l.	$ 5.010,60	
300351	Enduido plást.int. al agua x  4 l.	$ 17.691,05	
300362	ENDUIDO x 10 lt.	$ 41.303,63	
300360	ENDUIDO x 20 lt.	$ 74.800,00	
300361	ENDUIDO x 4 lt.	$ 20.966,00	
15103	ENGRAMPADORA GANCHOS 10 mm CAx1000	$ 2.009,81	
15101	ENGRAMPADORA GANCHOS 6mm.CAx1000	$ 1.415,20	
15102	ENGRAMPADORA GANCHOS 8mm CAx1000	$ 1.783,85	
15104	ENGRAMPADORA PROFESIONAL	$ 23.944,45	
300601	Entonador amarillo x 120 cc.( 1)	$ 3.453,96	
300600	Entonador amarillo x 30 cc.( 1)	$ 1.062,76	
300606	Entonador azul x 120 cc.( 6)	$ 3.453,96	
300605	Entonador azul x 30 cc.( 6)	$ 1.062,76	
300611	Entonador bermellón x 120 cc.( 2)	$ 3.453,96	
300610	Entonador bermellón x 30 cc.( 2)	$ 1.062,76	
300616	Entonador cedro x 120 cc.( 7)	$ 3.453,96	
300615	Entonador cedro x 30 cc.( 7)	$ 1.062,76	
300621	Entonador marrón x 120 cc.( 12)	$ 3.453,96	
300620	Entonador marrón x 30 cc.( 12)	$ 1.062,76	
300626	Entonador naranja x 120 cc.( 10)	$ 3.453,96	
300625	Entonador naranja x 30 cc.( 10)	$ 1.062,76	
300631	Entonador negro x 120 cc.( 9)	$ 3.453,96	
300630	Entonador negro x 30 cc.( 9)	$ 1.062,76	
300636	Entonador ocre x 120 cc.( 3)	$ 3.453,96	
300635	Entonador ocre x 30 cc.( 3)	$ 1.062,76	
300656	Entonador siena x 120 cc.( 8)	$ 3.453,96	
300655	Entonador siena x 30 cc.( 8)	$ 1.062,76	
300641	Entonador verde claro x 120 cc.( 4)	$ 3.453,96	
300640	Entonador verde claro x 30 cc.( 4)	$ 1.062,76	
300646	Entonador verde oscuro x 120cc.( 5)	$ 3.453,96	
300645	Entonador verde oscuro x 30 cc.( 5)	$ 1.062,76	
300651	Entonador violeta x 120 cc.( 11)	$ 3.453,96	
300650	Entonador violeta x 30 cc.( 11)	$ 1.062,76	
12600	ESCALERA FAM.pino  3 esc. 0.75 m	$ 18.684,86	
12601	ESCALERA FAM.pino  4 esc. 0.96 m	$ 24.922,26	
12602	ESCALERA FAM.pino  5 esc. 1.20 m	$ 31.177,95	
12603	ESCALERA FAM.pino  6 esc. 1.42 m	$ 37.378,84	
12604	ESCALERA FAM.pino  7 esc. 1.65 m	$ 44.538,63	
12605	ESCALERA FAM.pino  8 esc. 1.90 m	$ 50.903,89	
12606	ESCALERA FAM.pino  9 esc. 2.15 m	$ 57.255,48	
12607	ESCALERA FAM.pino 10 esc. 2.36 m	$ 63.616,18	
12608	ESCALERA FAM.saligna  3 pel. 0.75 m	$ 17.619,25	
12609	ESCALERA FAM.saligna  4 pel. 0.96 m	$ 23.480,91	
12610	ESCALERA FAM.saligna  5 pel. 1.20 m	$ 29.358,71	
12611	ESCALERA FAM.saligna  6 pel. 1.42 m	$ 35.236,48	
12612	ESCALERA FAM.saligna  7 pel. 1.65 m	$ 41.102,19	
12613	ESCALERA FAM.saligna  8 pel. 1.90 m	$ 46.965,88	
12614	ESCALERA FAM.saligna  9 pel. 2.15 m	$ 52.827,55	
12615	ESCALERA FAM.saligna 10pel. 2.36 m	$ 38.560,98	
12616	ESCALERA FAM.saligna 11pel. 2.60 m	$ 64.564,99	
12619	ESCALERA FAM.saligna 12pel. 2.86 m	$ 70.436,77	
12653	ESCALERA PINT. pino  4 esc. 1.20 m	$ 35.447,33	
12652	ESCALERA PINT. pino  5 esc. 1.50 m	$ 44.278,36	
12634	ESCALERA PINT. pino  6 esc. 1.80 m	$ 53.132,20	
12633	ESCALERA PINT. pino  7 esc. 2.10 m	$ 61.995,19	
12630	ESCALERA PINT. pino  8 esc. 2.40 m	$ 70.830,77	
12631	ESCALERA PINT. pino  9 esc. 2.70 m	$ 79.734,82	
12632	ESCALERA PINT. pino 10 esc. 3.00 m	$ 97.433,38	
12617	ESCALERA PINT. pino 11 esc. 3.30 m	$ 117.931,01	
12618	ESCALERA PINT. pino 12 esc. 3.60 m	$ 128.666,14	
12635	ESCALERA PINT. saligna  4 pel. 1.20	$ 35.753,99	
12636	ESCALERA PINT. saligna  5 pel. 1.50	$ 44.662,30	
12637	ESCALERA PINT. saligna  6 pel. 1.80	$ 53.582,66	
12638	ESCALERA PINT. saligna  7 pel. 2.10	$ 62.539,31	
12639	ESCALERA PINT. saligna  8 pel. 2.40	$ 71.477,78	
12643	ESCALERA PINT. saligna  9 pel. 2.70	$ 80.394,15	
12644	ESCALERA PINT. saligna 10pel. 3.00	$ 89.348,74	
12645	ESCALERA PINT. saligna 11pel. 3.30	$ 112.622,24	
12646	ESCALERA PINT. saligna 12pel. 3.60	$ 122.847,44	
700178	"ESCOBA ( escobeta)""BARRENDERA"" plast colores surt."	$ 1.773,85	
700040	"ESCOBA (escobeta)""CLARITA/ANAHI/AMERICANA"" colores"	$ 1.661,46	
700181	"ESCOBA (escobeta)""ITALIANA"" ""VENUS"" colores surtid"	$ 2.639,39	
700041	"ESCOBA (escobeta)""LUNOTO"" c/base triangular colore"	$ 2.305,17	
700038	"ESCOBA (escobeta)""PREMIUM"""	$ 1.817,72	
700045	ESCOBILLA DE BAÑO C/dep.esf. (med.blanco red)	$ 2.741,43	
700124	ESCOBILLA DE BAÑO PLAST. OFERTA varios colores	$ 1.290,08	
700044	ESCOBILLA DE BAÑO T/primavera o esférica colores s	$ 1.290,08	
700020	"ESCOBILLON recto "" BARRENDERO"" base plástica"	$ 2.215,28	
700056	"ESCOBILLON recto ""FRONTIERA/OLIVER"" base plastica"	$ 2.778,35	
700050	"ESCOBILLON recto ""LAQUEADO"" base plast tipo madera"	$ 3.667,43	
700019	"ESCOBILLON recto ""RIO / BACO"" base plástica"	$ 1.938,38	
700043	"ESCOBILLON recto ""TEMPRA"" bicolor-monocolor base p"	$ 2.747,13	
200138	ESMALTE SINT.MATE x 1 l. (teja-ladrillo) p/lad.vis	$ 13.875,30	
200139	ESMALTE SINT.MATE x 20 l. (teja-ladrillo) p/lad.vi	$ 203.950,65	
200137	ESMALTE SINT.MATE x 4 l. (teja-ladrillo) p/lad.vis	$ 45.462,81	
200160	ESMALTE SINT.P/ PISOS x 1 Lt. (blanco,gris,rojo,ve	$ 16.938,88	
200161	ESMALTE SINT.P/ PISOS x 4 Lt. (blanco,gris,rojo,ve	$ 56.363,79	
8180	"ESPATULA PULIDO COMUN 1 """	$ 1.257,08	
8181	"ESPATULA PULIDO COMUN 1 1/2"""	$ 1.502,53	
8182	"ESPATULA PULIDO COMUN 2 """	$ 1.655,45	
8183	"ESPATULA PULIDO COMUN 2 1/2"""	$ 1.748,75	
8184	"ESPATULA PULIDO COMUN 3 """	$ 1.790,32	
8185	"ESPATULA PULIDO COMUN 3 1/2"""	$ 1.903,23	
700099	ESPIRAL perfumado bolsita x 4 unida	$ 146,52	
700107	ESPONJA alma de acero	$ 1.618,18	
700106	"ESPONJA alma de bronce "" Dea"""	$ 2.888,76	
700109	"ESPONJA BAÑO "" Dea"""	$ 815,08	
700059	ESPONJA común de fibra	$ 456,63	
700058	ESPONJA DE ACERO inoxidable ( estropajo) plateado	$ 591,90	
700110	ESPONJA DE BRONCE  ( estropajo) dorado	$ 1.309,95	
700103	ESPONJA de fibra salvauña	$ 509,42	
700108	ESPONJA estropajo de acero mediano tipo ruletec	$ 451,20	
700104	ESPONJA Multiacción dorada  1/2 esponja - 1/2 estr	$ 1.159,55	
700105	ESPONJA rejilla de bronce	$ 1.445,82	
100100	ESPUMA POLIURETANO x 300 cc COLVINIL	$ 2.413,17	
5101025	ESQUINERO ANGULO  25 mm x 24 Cr.Braco	$ 4.388,83	
5101038	ESQUINERO ANGULO  38 mm x 24 Cr.Braco	$ 6.052,01	
5101050	ESQUINERO ANGULO  50 mm x 24 Cr.Braco	$ 8.310,26	
5101064	ESQUINERO ANGULO  64 mm x 24 Cr.Braco	$ 10.970,21	
5101076	ESQUINERO ANGULO  75 mm x 24 Cr.Braco	$ 14.315,33	
5101090	ESQUINERO ANGULO  90 mm x 24 Cr.Braco	$ 20.108,30	
5101100	ESQUINERO ANGULO 100 mm x 24 CR.Braco	$ 23.858,89	
10220	ESQUINERO PLANO  38 mm x 24 unid. Braco	$ 5.312,41	
10236	"ESQUINERO PLANO CR.R.""TR"" 125 mm x 24 unid"	$ 24.290,64	
10237	"ESQUINERO PLANO CR.R.""TR"" 150 mm x 24 unid"	$ 27.050,09	
15161	ESTAÑOLIN blister x 1,5 mt. al 40%	$ 1.986,95	
1351	ESTEARINA PAN x 100 gr.	$ 1.449,81	
1352	ESTEARINA PAN x 300 gr.	$ 4.006,94	
9255	ESTOPA BLANCA	$ 1.337,60	
9256	ESTOPA COLOR	$ 1.131,76	
600003	FAROL A GAS ENLOZADO	$ 26.622,40	
700077	"FELPUDO PLASTICO  "" Danfort c/rulos"" 40 x 60"	$ 6.097,51	
1456	FERRITE AMARILLO ECONOMICO x 200 gr	$ 1.297,41	
1457	FERRITE AMARILLO ECONOMICO x 400 gr	$ 2.094,87	
1458	FERRITE AMARILLO ECONOMICO x 800 gr	$ 3.789,00	
1460	FERRITE AMARILLO ECONOMICO x kg bolsa 15	$ 3.906,95	
1459	FERRITE AMARILLO ECONOMICO x kg.	$ 3.912,53	
1451	FERRITE AMARILLO PAQ. x 200 gr.	$ 3.921,16	
1452	FERRITE AMARILLO PAQ. x 400 gr.	$ 7.302,12	
1453	FERRITE AMARILLO PAQ. x 800 gr.	$ 14.062,93	
1455	FERRITE AMARILLO x  kg. a granel	$ 16.926,71	
1454	FERRITE AMARILLO x Kg.(B. x 15 Kg)	$ 16.405,50	
1655	FERRITE AZUL ECONOMICO x 200 gr.	$ 1.859,15	
1658	FERRITE AZUL ECONOMICO x kg.	$ 7.246,99	
1651	FERRITE AZUL PAQ. x 200 gr.	$ 5.784,00	
1654	FERRITE AZUL PURO x kg.	$ 25.705,10	
1556	FERRITE NEGRO ECONOMICO  x 200 GR.	$ 1.453,89	
1557	FERRITE NEGRO ECONOMICO  x 400 GR.	$ 2.407,59	
1558	FERRITE NEGRO ECONOMICO  x 800 GR.	$ 4.431,39	
1560	FERRITE NEGRO ECONOMICO a granel x kg	$ 4.944,61	
1559	FERRITE NEGRO ECONOMICO x kg (bolsa	$ 4.674,90	
1551	FERRITE NEGRO PAQ. x 200 gr.	$ 5.673,24	
1552	FERRITE NEGRO PAQ. x 400 gr.	$ 10.681,97	
1553	FERRITE NEGRO PAQ. x 800 gr.	$ 20.822,90	
1555	FERRITE NEGRO PURO x kg.	$ 25.352,95	
1554	FERRITE NEGRO x Kg.(BOLSA x 25 Kg)	$ 24.607,28	
1505	FERRITE ROJO ECONOMICO x 200 gr.	$ 1.297,41	
1506	FERRITE ROJO ECONOMICO x 400 gr.	$ 2.094,87	
1507	FERRITE ROJO ECONOMICO x 800 gr.	$ 3.789,00	
1508	FERRITE ROJO ECONOMICO x Kg.(B.de 25 kg	$ 3.906,95	
1509	FERRITE ROJO ECONOMICO x kg.a granel	$ 3.912,53	
